id,subject,level,unit,video_title,question_type,question,options,correct_answer,hint,good_response,wrong_response,language,difficulty,tags,source_doc,created_at
PHYS_NSII_ElectricalCircuits_Q10_SA,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.121657
PHYS_NSII_ElectricalCircuits_Q13_MCQ,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,medium,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.121679
PHYS_NSII_ElectricalCircuits_Q13_TF,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,medium,"[""refraction"", ""optics""]",Physics - NSII.docx,2025-10-21T22:43:38.121692
PHYS_NSII_ElectricalCircuits_Q13_SA,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,medium,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.121704
PHYS_NSII_ElectricalCircuits_Q16_MCQ,Physics,NS II,Unit: Electrical Circuits,Series vs Parallel,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,medium,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.121720
PHYS_NSII_ElectricalCircuits_Q16_TF,Physics,NS II,Unit: Electrical Circuits,Series vs Parallel,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,medium,"[""refraction"", ""optics""]",Physics - NSII.docx,2025-10-21T22:43:38.121732
PHYS_NSII_ElectricalCircuits_Q16_SA,Physics,NS II,Unit: Electrical Circuits,Series vs Parallel,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,medium,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.121743
PHYS_NSII_ElectricalCircuits_Q19_MCQ,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,medium,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.121757
PHYS_NSII_ElectricalCircuits_Q19_TF,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,medium,"[""refraction"", ""optics""]",Physics - NSII.docx,2025-10-21T22:43:38.121770
PHYS_NSII_ElectricalCircuits_Q19_SA,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,medium,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.121795
PHYS_NSII_ElectricalCircuits_Q22_MCQ,Physics,NS II,Unit: Electrical Circuits,Series vs Parallel,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,hard,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.121811
PHYS_NSII_ElectricalCircuits_Q22_TF,Physics,NS II,Unit: Electrical Circuits,Series vs Parallel,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,hard,"[""refraction"", ""optics""]",Physics - NSII.docx,2025-10-21T22:43:38.121823
PHYS_NSII_ElectricalCircuits_Q22_SA,Physics,NS II,Unit: Electrical Circuits,Series vs Parallel,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,hard,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.121834
PHYS_NSII_ElectricalCircuits_Q25_MCQ,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,hard,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.121854
PHYS_NSII_ElectricalCircuits_Q25_TF,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,hard,"[""refraction"", ""optics""]",Physics - NSII.docx,2025-10-21T22:43:38.121875
PHYS_NSII_ElectricalCircuits_Q25_SA,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,hard,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.121887
PHYS_NSII_ElectricalCircuits_Q28_MCQ,Physics,NS II,Unit: Electrical Circuits,Circuit Components,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,hard,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.121907
PHYS_NSII_ElectricalCircuits_Q28_TF,Physics,NS II,Unit: Electrical Circuits,Circuit Components,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,hard,"[""refraction"", ""optics""]",Physics - NSII.docx,2025-10-21T22:43:38.121926
PHYS_NSII_ElectricalCircuits_Q28_SA,Physics,NS II,Unit: Electrical Circuits,Circuit Components,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,hard,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.121945
PHYS_NSII_ElectricalCircuits_Q31_MCQ,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.121975
PHYS_NSII_ElectricalCircuits_Q31_TF,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSII.docx,2025-10-21T22:43:38.121987
PHYS_NSII_ElectricalCircuits_Q31_SA,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.121997
PHYS_NSII_ElectricalCircuits_Q34_MCQ,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.122012
PHYS_NSII_ElectricalCircuits_Q34_TF,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSII.docx,2025-10-21T22:43:38.122024
PHYS_NSII_ElectricalCircuits_Q34_SA,Physics,NS II,Unit: Electrical Circuits,Ohm’s Law \(I=\frac{V}{R}\),ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.122036
PHYS_NSII_ElectricalCircuits_Q37_MCQ,Physics,NS II,Unit: Electrical Circuits,Circuit Components,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.122052
PHYS_NSII_ElectricalCircuits_Q37_TF,Physics,NS II,Unit: Electrical Circuits,Circuit Components,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSII.docx,2025-10-21T22:43:38.122073
PHYS_NSII_ElectricalCircuits_Q37_SA,Physics,NS II,Unit: Electrical Circuits,Circuit Components,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSII.docx,2025-10-21T22:43:38.122089
PHYS_NSII_ElectricalCircuits_Q40_MCQ,Physics,NS II,Unit: Electrical Circuits,Series vs Parallel,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSII.docx,2025-10-21T22:43:38.122104
PHYS_NSIII_Forces&Interactions_Q01_MCQ,Physics,NS III,Unit: Forces & Interactions,Contact vs Non-Contact Forces,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122158
PHYS_NSIII_Forces&Interactions_Q01_TF,Physics,NS III,Unit: Forces & Interactions,Contact vs Non-Contact Forces,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122177
PHYS_NSIII_Forces&Interactions_Q01_SA,Physics,NS III,Unit: Forces & Interactions,Contact vs Non-Contact Forces,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122194
PHYS_NSIII_Forces&Interactions_Q04_MCQ,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122219
PHYS_NSIII_Forces&Interactions_Q04_TF,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122238
PHYS_NSIII_Forces&Interactions_Q04_SA,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122257
PHYS_NSIII_Forces&Interactions_Q07_MCQ,Physics,NS III,Unit: Forces & Interactions,Contact vs Non-Contact Forces,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122283
PHYS_NSIII_Forces&Interactions_Q07_TF,Physics,NS III,Unit: Forces & Interactions,Contact vs Non-Contact Forces,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122303
PHYS_NSIII_Forces&Interactions_Q07_SA,Physics,NS III,Unit: Forces & Interactions,Contact vs Non-Contact Forces,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122319
PHYS_NSIII_Forces&Interactions_Q10_MCQ,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122336
PHYS_NSIII_Forces&Interactions_Q10_TF,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122348
PHYS_NSIII_Forces&Interactions_Q10_SA,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122359
PHYS_NSIII_Forces&Interactions_Q13_MCQ,Physics,NS III,Unit: Forces & Interactions,Electrostatic & Magnetic Forces,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,medium,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122375
PHYS_NSIII_Forces&Interactions_Q13_TF,Physics,NS III,Unit: Forces & Interactions,Electrostatic & Magnetic Forces,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,medium,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122387
PHYS_NSIII_Forces&Interactions_Q13_SA,Physics,NS III,Unit: Forces & Interactions,Electrostatic & Magnetic Forces,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,medium,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122398
PHYS_NSIII_Forces&Interactions_Q16_MCQ,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,medium,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122413
PHYS_NSIII_Forces&Interactions_Q16_TF,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,medium,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122424
PHYS_NSIII_Forces&Interactions_Q16_SA,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,medium,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122435
PHYS_NSIII_Forces&Interactions_Q19_MCQ,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,medium,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122450
PHYS_NSIII_Forces&Interactions_Q19_TF,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,medium,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122462
PHYS_NSIII_Forces&Interactions_Q19_SA,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,medium,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122473
PHYS_NSIII_Forces&Interactions_Q22_MCQ,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,hard,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122488
PHYS_NSIII_Forces&Interactions_Q22_TF,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,hard,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122501
PHYS_NSIII_Forces&Interactions_Q22_SA,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,hard,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122521
PHYS_NSIII_Forces&Interactions_Q25_MCQ,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,hard,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122547
PHYS_NSIII_Forces&Interactions_Q25_TF,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,hard,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122566
PHYS_NSIII_Forces&Interactions_Q25_SA,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,hard,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122589
PHYS_NSIII_Forces&Interactions_Q28_MCQ,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,hard,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122605
PHYS_NSIII_Forces&Interactions_Q28_TF,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,hard,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122618
PHYS_NSIII_Forces&Interactions_Q28_SA,Physics,NS III,Unit: Forces & Interactions,Newton’s Laws,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,hard,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122635
PHYS_NSIII_Forces&Interactions_Q31_MCQ,Physics,NS III,Unit: Forces & Interactions,Contact vs Non-Contact Forces,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122655
PHYS_NSIII_Forces&Interactions_Q31_TF,Physics,NS III,Unit: Forces & Interactions,Contact vs Non-Contact Forces,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122667
PHYS_NSIII_Forces&Interactions_Q31_SA,Physics,NS III,Unit: Forces & Interactions,Contact vs Non-Contact Forces,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122678
PHYS_NSIII_Forces&Interactions_Q34_MCQ,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,MCQ,"According to Ohm’s Law, if \(V\) is constant and \(R\) doubles, current \(I\):","[""doubles"", ""halves"", ""stays the same"", ""becomes zero""]",halves,Hint: \(I=V/R\).,Correct! \(I=V/R\).,Not quite. Hint: \(I=V/R\).,English,easy,"[""ohm's law"", ""circuits""]",Physics - NSIII.docx,2025-10-21T22:43:38.122693
PHYS_NSIII_Forces&Interactions_Q34_TF,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,TrueFalse,Light entering a denser medium slows and bends toward the normal.,"[""True"", ""False""]",True,Refraction depends on refractive indices.,Exactly.,Review: Refraction depends on refractive indices.,English,easy,"[""refraction"", ""optics""]",Physics - NSIII.docx,2025-10-21T22:43:38.122705
PHYS_NSIII_Forces&Interactions_Q34_SA,Physics,NS III,Unit: Forces & Interactions,Gravitation & Orbits,ShortAnswer,"A wave has \(f=5\,\text{Hz}\) and \(\lambda=2\,\text{m}\). Compute \(v\).",[],10 m/s,Use \(v=f\lambda\).,Nice work!,Compare with expected form. Use \(v=f\lambda\).,English,easy,"[""waves""]",Physics - NSIII.docx,2025-10-21T22:43:38.122717
